Channel ID,Channel Name,Description,View,Num Subscriber,Topic,Num Video
UC_0X20s5VVUQJllk_S3FCPQ,HealingMate - Dog Music,"안녕하세요. ""힐링메이트""는 강아지의 휴식 & 진정음악, 수면음악, 스트레스해소, 독서음악등을 전문으로 제작하는 음악채널입니다.""힐링메이트""는 작곡가들이 심혈을 기울여 만든 음악 감미로운 피아노 연주과 자연의소리 등이 조화롭게 믹싱되어진 음악을 업로드 하고 있습니다.또한 ""힐링메이트""는 구독자님과 시청자님들의 강아지 사진이나 영상을 보내주시면 썸네일이나 영상 제작시 배경화면에 넣어드리는 참여형 유튜브 채널입니다.잠자는 모습, 즐겁게 뛰어노는 모습, 휴식하고 있는 모습 모두 가능하며 가능한 가로로 찍은 사진이나 영상이 제작시 더 도움이 됩니다. 아래의 이메일주소로 사진이나 영상을 보내주세요

E-mail: healingmate457@gmail.com 

Hello, “Healing Mate” is a music channel that makes relaxing dog Music& dog calming music,sleep music, stress relief music, and reading music. All“Healing Mate” music pieces are carefully composed by composers, and we upload music in harmony with sweet piano sound and nature sound Also Send us photographs or video clips of your dog (sleeping, playing, or relaxing) and we will use them for include them in our video. 
We hope you make good memories! Please send them to email address below.
Spend a relaxing time with your dog. Thank you ;)

E-mail: healingmate457@gmail.com 
",64224194,115000,"['Pet', 'Lifestyle_(sociology)']",751
UCoKSgwztNZQqiKd0u28GeiQ,HZ MUSIC,"live with music🎧

Dont forget subcribe 🙏",68775315,208000,"['Electronic_music', 'Music', 'Pop_music']",315
UChlcwJLWLQ26mDTUwjoDbjg,WM Music,"WM MEDIA là công ty sản xuất và truyền thông âm nhạc. Với hệ thống về âm nhạc phong phú, đã dạng, WM MEDIA hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả.
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@wmmusic.net

© Copyright WM Media
© Copyright by WM Media ☞ Do not Reup

",17262259,35100,"['Pop_music', 'Music', 'Electronic_music']",64
UCVX_4LoUm4mdZBPdpMJkkSQ,kno Music,"kno Music will take you to the soothing and relaxing world to deliver you the finest sleep and calmness.
Please enjoy the world of kno Music and always hope you have a wonderful day.

Every music is genuinely arranged, composed, and performed by kno. 
Reproducing all or any part of the contents is prohibited without permission.
All rights reserved to kno.
",86563371,215000,"['Pop_music', 'Music']",96
UCJkavOmVQ9vwss_Vo8spFFQ,Joy Music - Jazz Taiwan,"☕ Discover the Jazz and Bossa Nova greatest hits ! 
♫ Jazz & Bossa Collection is your channel for all the best jazz and bluesmusic. Find your favorite songs and artists and experience the best of Jazz music , Bossa Nova, Blues music. Subscribe for free to stay connected to our channel andeasily access our video updates! 

☕ About Joy Music
We are making Cafe music for relaxation, for work, for study, etc.All music in this video & in this channel is original music by us.We are playing all the songs.

📜 “Joy Music” produces and provides music to the world with the theme “Along with music”.
We are recording every month. Our music is used in countries all over the world including TV commercials, movies, hotels, beauty salons, cafes, company receptionists, and shops.We hope that our music without borders will give our listeners a bright and beautiful day every day.

Official web site: http://unicornrecording.com/
📩 Gmail : copyright@unicornrecording.com",26450266,78800,"['Music', 'Lifestyle_(sociology)', 'Electronic_music', 'Jazz', 'Music_of_Latin_America']",1593
UC3zwjSYv4k5HKGXCHMpjVRg,Epic Music VN,"Epic Music VN - Listen To Become A Legend
Epic Music Community where you can find the best of Epic music in many genres: Action, Battle, Adventure, Emotional, Fantasy, Heroic... And of course, our finest collection of Epic Cinematic, when music and movie combined to deliver a whole new experience.

🌴 Follow Us
• Facebook → https://emvn.co/facebook
• YouTube → https://emvn.co/youtube
• 2nd Channel → https://emvn.co/youtube2
• Spotify → https://emvn.co/spotify
• Discord →  https://emvn.co/discord

✉️ Hire Us
• Portfolio → https://emvn.co/portfolio
• Post-production service → phong@emvn.co
• License music in Vietnam → license@emvn.co 

⚡ Support Us
Become a Patron (monthly) → https://emvn.co/patreon
Buy us a coffee (one-time) → https://paypal.me/emvncoffee

📝 Submissions
• Music & Cinematic → http://emvn.co/submitMusic

COPYRIGHT © & FAQ 
• This video was given a special license directly from the artists visual and audio.
• All music on Epic Music VN are copyrighted

",408658060,1180000,"['Electronic_music', 'Music']",1656
UC1-i7CEArNT6aw34SOF6blw,HP Music,"Kênh Tổng Hợp Những Nhạc Hot Nhất Hiện Nay
★ Nếu bạn thấy hay thì Like & Subcribes và Ấn chuông 🔔 thông báo để không bỏ lỡ video mới!

★ CHÚC CÁC BẠN NGHE NHẠC VUI VẺ ★

✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền:
► Phát Hành Âm Nhạc Số, Sản Xuất Âm Nhạc Độc Quyền Tại 9C Media.
► Nhận Làm Beat, Remixes,... Hợp Tác Sản Phẩm Tác Quyền.
► Bản quyền thuộc về 9C Media & Các Bên Liên Quan Vui lòng không đăng tải ca khúc này khi chưa được cấp tác quyền. LH Bản Quyền : contact@9cmedia.net

© Bản quyền video thuộc về Nhạc Phố Remix 
© Copyright by về Nhạc Phố Remix  & 9C Media ☞ Do not Reup",3446127,23200,"['Electronic_music', 'Music', 'Pop_music']",54
UCTIaA_PXyZq9x9fbeubv77Q,Tiến Cò Music,"Tiến Cò Music là kênh ca nhạc giải trí hàng đầu Việt Nam.

Đăng ký kênh ngay để nghe được những bản nhạc bay đẳng cấp vinahouse, nhạc dj nonstop vinahouse cực mạnh hay nhất mọi thời đại...
► Thông Tin Liên Hệ Kênh : Gmail : huy562161@gmail.com
► Đăng Ký Kênh Tiến Cò Music Ngay Để Nghe Nhạc Hay Mỗi Ngày Nhé.
",98067334,138000,"['Electronic_music', 'Music', 'Pop_music']",347
UCHJpwujMeHBaUJuRBxDA5Nw,ZinK Music ツ,"Đây Là Kênh Chính Thức Của ZinK Music ツ Nha!
Nhớ Like, Share, Và Subscribe Kênh Để Mình Có Động Lực Ra Mắt Các Track Nhạc EDM và Lofi Tiếp Theo :3. Cám Ơn Tất Cả Mọi Người Đã Quan Tâm Và Theo Dõi! 

- Giúp Mình Đạt Lại Được Những Cột Mốc Sau Nha! 

• 10 Subscribe ✅
• 20 Subscribe ✅
• 50 Subscribe ✅
• 100 Subscribe ✅
• 200 Subscribe ✅
• 500 Subscribe ✅
• 600 Subscribe ✅
• 800 Subscribe ✅
• 900 Subscribe ✅
• 1000 Subscribe ✅
• 2000 Subscribe ✅
• 5000 Subscribe ✅
• 10000 Subscribe ✅
• 20000 Subscribe ✅
• 50000 Subscribe ✗
• 100000 Subscribe ✗

    CHÚC CÁC BẠN NGHE NHẠC VUI VẺ 😘😘😘

© Mọi ý kiến và thắc mắc của các bạn có thể nhắn tin trực tiếp qua Facebook của mình
Hoặc có thể gửi qua địa chỉ email: khoitranzink@gmail.com
",12571248,35200,"['Pop_music', 'Music', 'Electronic_music']",89
UCyxAR98DHx6S4dF3-T-iK5w,H2K Music,"Đây là kênh Youtube chính thức của H2K, Cập nhật những bản thu âm chất lượng
linhnd@bhmedia.vn
",87399745,579000,"['Pop_music', 'Electronic_music', 'Hip_hop_music', 'Music']",135
UCYB4za4comHv4yYjgm6oMFA,TPT Music For Life,"TPT Music ForLife là chia sẻ tổng tợp các bài hát nhạc trẻ buồn tâm trạng, cover, lofi, remix, acoustic hay nhất hiện nay. Tất cả các sản phẩm chúng tôi phát hành tại đây đều là các sản phẩm do chúng tôi sở hữu độc quyền.
Đăng ký sub để được đón xem các clip mới nhất, phát hành sớm nhất!

Đây là Kênh Youtube chính thức của Công Ty Cổ Phần Truyền Thông và Giải trí Hồng Ân. Tất cả các sản phẩm chúng tôi phát hành tại đây đều là các sản phẩm do chúng tôi sở hữu độc quyền.
Đăng ký sub để được đón xem các clip mới nhất, phát hành sớm nhất!

Chúc các bạn vui vẻ và hãy ủng hộ các sản phẩm âm nhạc của chúng tôi trong thời gian sắp tới.
---------------------
© Bản quyền thuộc về Hồng Ân Music
© Copyright by Hong An Music ☞ Do not Reup
",182845251,648000,"['Pop_music', 'Electronic_music', 'Music_of_Asia', 'Music']",297
UCJ8qK-Km-FTjFtnO9CYGhVA,F Music,"F Music - Giao Lộ Thời Gian - Nơi thưởng thức câu chuyện âm nhạc bằng giai điệu qua những lát cắt quá khứ - hiện tại.
▶Liên hệ Quảng Cáo/ Tài trợ: fptplaybooking@gmail.com
© Bản quyền thuộc về F Music ⌦ Vui lòng không reup dưới mọi hình thức!
",222685379,1030000,"['Pop_music', 'Music', 'Music_of_Asia']",636
UCp2W1q30N1cs9B4jfBRB1Ow,New Music Offical,"Chào mừng các bạn đến với "" New Music Offical "" ❤️. Đây là kênh âm nhạc tuyển tập những bản remix, nonstop, vinahouse hay và hot nhất hiện hay.
Cùng thư giãn với những bài hát của mình nhé. 

Nhấn Đăng Ký kênh để không bỏ lỡ những bản nhạc remix hay nhất 😍: 
https://www.youtube.com/channel/UCp2W1q30N1cs9B4jfBRB1Ow

✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: 
contact.newmediamusic@gmail.com 

© Bản Quyền Thuộc Về New Music Offical ⌦ Vui Lòng Không Reup Dưới Mọi Hình Thức!!!
© Copyright by New Music Offical & NEW Media ☞ Do not Reup
",6958003,37200,"['Electronic_music', 'Music', 'Pop_music']",132
UCEepTsC1cUmjyzifzGAPnIw,Habana Music,"Hello and welcome to ""Habana Music"" !

Introducing my music channel. This channel is created to help people relax their mind and body.

Music plays an important role in helping us lead a better life. Listening to musical instruments in each activity such as studying, relaxing, sleeping, ... helps us to achieve better efficiency.
",55043112,169000,"['Classical_music', 'Music']",137
UCaXUMMBlRvK20-hIYeYjHtA,Online Academy of Irish Music,"Learn Irish music from authentic, professional Irish music tutors using our proven system from the comfort of your own home.",11765334,101000,"['Music', 'Classical_music']",254
UCRlGPGkprZAyXxcFwmtjgzQ,FeFa Music,"● Fefa Music kênh trực thuộc Công Ty ACV Entertainment

► Website: https://acventertainment.com/
► Fanpage: https://www.facebook.com/ACVMusic.com.vn
► Contact: cuongacvmusic90@gmail.com
► Booking: 0968.191.333 ( Mr. Nghĩa)
► Mail: bookingacv@gmail.com

✉ Khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: quanlybqacvytb01@gmail.com
",52485597,106000,"['Electronic_music', 'Music', 'Pop_music']",728
UCDmq6-zMhFuzlzdWfAXuNHw,Library Music,"🎵 Welcome to ""Library Music"" channel - destination of top song US - UK.
🎵 I hope that You will have wonderful moments with our music.
🎵 Subscribe now to never miss out on your next favorite song.
",1722973,7020,"['Electronic_music', 'Pop_music', 'Music']",1232
UCOxqgCwgOqC2lMqC5PYz_Dg,Chillhop Music,"Laidback beats for a more relaxed everyday life. 🎶

😊 ❘ Listen to our music on Spotify, Apple Music & other services
→ https://chillhop.com/listen

",614489250,3280000,"['Lifestyle_(sociology)', 'Music']",770
UCXu1JEW_AC6V6194Nw-0wNQ,Angel Healing Music,"Welcome to our Angel Healing Music (formerly, Binaural Beats Sounds). This chakra music channel will focus on developing the best chakra healing music for all 7 chakras. This will include music to balance and align the chakras, healing brainwaves, mantras, solfeggio music and deep meditative music.

Please remember that our music is never to take the place of professional medical advice and is not recommended to use whilst driving or operating machinery of any kind.
",120313291,734000,"['Rock_music', 'Music', 'Electronic_music']",619
UCRA1O1myxsOJmL5BlG1Qavw,Positive Energy Relaxation Music,"
Welcome to Positive Energy Relaxation Music 🎵
Relax your mind, eliminate stress, increase concentration of work and study. Relax your mind and body can help ease stress, can also relieve anxiety, depression, and sleep problems. Music pure energy easily helps us overcome fatigue, stress, anxiety... 
We hope for the best and happiness to everyone.

Best wishes,
Michael",184005429,1300000,"['Electronic_music', 'Music', 'Health']",450
UCAv46WficfQxzlhyHJCbWiw,NatoZ Music,"Mọi người nhớ ủng hộ mình được các mốc sau nha :
100 sub √ (17/3/2021)
500 sub √ (28/5/2021)
1000 sub √ (6/6/2021)
2000 sub
5000 sub
10000 sub 
20000 sub 
100000 sub 
..............................~_~
Chúc các bạn nghe nhạc vui vẻ^_^",1397012,4240,"['Electronic_music', 'Music', 'Pop_music']",107
UCUgXK2UjZ8G_EM438aYkGrw,POPS MUSIC,"Kênh YouTube âm nhạc hàng đầu Việt Nam hiện nay.
POPS Music hiện đã và đang là đối tác của các ca sĩ, nghệ sĩ hàng đầu tại Việt Nam từ năm 2007 với nội dung âm nhạc mới hằng ngày. Tại POPS Music bạn có thể tìm thấy những bài hát nổi tiếng thuộc nhiều thể loại nhạc đa dạng như Pop, Bolero, EDM, Remix và những kênh ca sĩ hàng đầu hiện nay, các nhà sáng tác nhạc, soạn giả, các nhà sản xuất nội dung, ca sĩ hải ngoại nổi tiếng.

Ngoài ra bạn có thể:
Tải ứng dụng giải trí POPS dành cho gia đình / Download POPS app to enjoy family entertainment contents: http://bit.ly/app-POPSmusic-1
Truy cập website POPS.vn để xem thêm nhiều nội dung giải trí hay / Visit POPS.vn for more entertainment content: http://bit.ly/POPS-popsmusic-1
",8025322238,10000000,"['Pop_music', 'Music', 'Music_of_Asia']",18286
UC1EQAMo9iWWkq3SuYZ06ZWw,Nekko Music,"Nekko Remix là kênh nhạc tổng hợp những bản remix hot nhất hiện nay. Cùng nghe và thư giãn sau những giờ học tập, làm việc mệt mỏi nhé cả nhà.

Đăng ký kênh giúp Nekko đạt được nút bạc nhé

► Hợp tác, quảng cáo, làm video, đăng nhạc lên X2X GROUP liên hệ chúng tôi qua mail: x2x.booking@gmail.com

© Bản quyền Video thuộc về Nekko Remix / X2X GROUP
© Copyright by Nekko Remix / X2X GROUP  ☞ Do not Reup
",34711518,98500,"['Electronic_music', 'Music']",596
UC4L-dSrzbPoZcr1Av5GvwKw,Open Heart Music - Helios 4K,"I am a composer, I started this channel with a simple vision: to create a place that you can visit whenever you want to sit down and relax. I compose music that often can be described as sleep music, calm music, yoga music, study music, peaceful music, beautiful music and relaxing music. I love to compose music and I put a lot of work into it. 

Thank you very much for listening and for leaving feedback. Every single day I am completely astonished by all your warm support and it really inspires me to work even harder on my music. If you enjoy my work, I would be very happy if you decided to subscribe and join our community. Have a wonderful day or evening!

If you have any problem with copyright issues, or question please do not report me, take your time to contact us via mail, and we will resonse withn 48h

Mail: relax@wondermusic.us
",100115786,617000,['Music'],360
UCWzZ5TIGoZ6o-KtbGCyhnhg,College Music,"At College Music, we find and showcase the latest work from up and coming artists. Whether you're about to go out, having a party or just relaxing; we aim to represent something exciting, attractive and inviting.  The name originated because a small group of friends while at college struggled to find music which had originality and didn't conform to the generic ""pop"" which was consistently released to the public. College Music is about new music from unheard artists and providing a platform for them to be heard by listeners like us. We firmly believe that a brand’s name, ethos, and content should all align together. For us, our name ties in perfectly. 

If for any reason you would like your work removed, contact us here:
copyright@collegemusic.co.uk

Music submissions: submissions@collegemusic.co.uk

Submit to our photo pool: https://photo.collegemusic.co.uk


",210820279,1220000,"['Electronic_music', 'Jazz', 'Hip_hop_music', 'Music']",1126
UC4ze6__AhoJOtZqzXLR3Eqg,Mei Music,"Kênh Chính Thức Của Mei Music
 ---------------------------------------------------------------
Kênh Mei Music Làm Nhạc Nightcore - Speed Up Hot TikTok
----------------------------------------------------------------
© Copyright by Mei Music☞ Do not Reup
----------------------------------------------------------------
✉ Nếu có bất cứ thắc mắc, khiếu nại nào về bản quyền hình ảnh có trong video liên hệ qua gmail bên dưới 
 Xin cảm ơn!
-----------------------------------------------------------------
Contact: meimediamusic.official@gmail.com
-----------------------------------------------------------------
Mei Music✓",4655391,16000,"['Music', 'Electronic_music', 'Pop_music']",131
UC5rjvXCo0zQrxVryLSI8-PA,Viking Music,"Wellcome To Channel..!
✔Please guys help and support this channel. THANK YOU SOO MUCH GUYS FOR LISTENING, hope you guys enjoy to listen my music.
✅ Subscribe My Channel to update new videos
✅Help Us to Get 100.000 Subscribers, PLEASE !!!: 

✐ All video is purely fan-made, if you (owners) want to remove this video, please CONTACT US DIRECTLY before doing anything. We will respectfully remove it.
💌hosynham.na@gmail.com💌

✐ Music in my videos owned by Danheim
✐ A special thanks to the Danheim who gave me permission to use their songs in our videos.
",24829358,107000,['Music'],633
UCR2TTDk_ZdXYivvnoWxjNAw,HC Music,"❤ Ấn Đăng Ký kênh Để Ủng Hộ Mình Nha ❤
➤ KÊNH ÂM NHẠC THUỘC HỆ THÔNG BM MUSIC GROUP 
➤ ✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền:
► Phát Hành Âm Nhạc Số, Sản Xuất Âm Nhạc Độc Quyền Tại BM Music Group :
► Nhận Làm Beat, Remixes,... Hợp Tác Sản Phẩm Tác Quyền.
► Bản quyền thuộc về BM Music Group & Các Bên Liên Quan Vui lòng không đăng tải ca khúc này khi chưa được cấp tác quyền. LH Bản Quyền : betnation21@gmail.com
© Bản quyền video thuộc về BM Music Group
© Copyright by BM Music Group ☞ Do not Reup
➤ LIÊN HỆ HỢP TÁC QUẢNG BÁ 👉hcmussic@gmail.com
➤ TIKTOK CỦA MÌNH NÈ :https://www.tiktok.com/@hcmussic98
-------------------------------------------------------------
► Website: https://www.miimedia.net/
► Nếu có bất kỳ vấn đề nào liên quan đến bản quyền trong video, xin vui lòng liên hệ: contact@miimedia.net
► If you have any questions, complaints about image copyright as well as music included in the video, please contact the owner directly via Email: contact@miimedia.net
",9546106,34300,"['Pop_music', 'Electronic_music', 'Music', 'Independent_music']",46
UCWNtkLbRVl3LO5ktp1ghh0Q,Dolce Music,"Dolce Music Là Kênh Âm Nhạc Của Sea Team
----------------------------------------------------------------------------------
☞ LH: contact.seamediamusic@gmail.com
© Bản quyền Video thuộc về Dolce Music
© Copyright by Dolce Music  ☞ Do not Reup.
",57722273,105000,"['Electronic_music', 'Music', 'Pop_music']",91
UCGjd2P9By_xh0-UrGW3SaZw,( LUX )  - Ambient Music,"Hi.
I´m LUX. I´m musician and composer.
I hope you like my music, isnpired in film and cinematic music. Music for relax and escape. Sci Fi, Cyberpunk, Ambient music
I would appreciate your support in this adventure. Please subscribe, comment and share. I am grateful to you for listening.
All the best 

The lux (symbol: lx) is the SI derived unit of illuminance

",2231569,37500,"['Rock_music', 'Independent_music', 'Electronic_music', 'Music']",147
UCf4nYHJi6V0_lil4uGX4HwQ,Nick Music,"Welcome to the Nick Music channel, your go-to hub of Nickelodeon music that has all the music for the making of ultimate slumber parties, dance parties, and so much more! 

Rock out to your favorite songs from Victorious, swoon over Big Time Rush crushes and Henry Danger ships, and dance away to theme songs from SpongeBob to the Really Loud House! Nick Music is the place to listen to your favorite songs, discover new amazing songs and artists, and then share the fun with your friends! 

Enjoy new uploads every week featuring karaoke sing-alongs, full songs to match your mood, and compilations for uninterrupted listening. Get ready to dance and sing!

Subscribe to the Nick Music YouTube Channel: https://at.nick.com/NickMusicSubscribe
Watch more videos on the Nick Music YouTube Channel: https://at.nick.com/NickMusic
",85748909,152000,"['Entertainment', 'Film', 'Television_program', 'Pop_music', 'Music']",268
UC_9eLT-y0NkwlbcZaZKN7Mg,Mii Music,"欢迎来到昭武音乐YouTube Mii Music！
► 专注Remix音乐流派的频道：中国
► 点击注册成为第一个看到我最新产品的人！
https://www.youtube.com/c/MiiMusic1
▶ 关注频道
♫ YouTube：https://www.youtube.com/c/MiiMusic1
♫ 微博：https://weibo.com/u/7871705539
♫ 网址：zhaowu.org
▶ 如果您发现版权相关问题，请联系！
邮箱：support@zhaowu.org
",16946556,74200,"['Electronic_music', 'Music']",375
UCtVt72Xq0qMvRSfyDDiqHhw,MEGA GS MUSIC,"Chương trình “Sàn Chiến Giọng Hát” (Singer Auction) do Công ty Mega GS Communication phối hợp với Đài Truyền hình Việt Nam thực hiện. Bản quyền chương trình thuộc về NBCUniversal International Formats.

- - - - - - - - - - - - - - - - - - - - - - - - - - - 
KÊNH CHÍNH THỨC CỦA MEGA GS MUSIC, ẤN SUBSCRIBE NGAY ĐỂ THEO DÕI VIDEO MỚI NHẤT!
► Subscribe: http://popsww.com/megagsmusic
► Website official: http://megags.vn
► Fanpage: https://facebook.com/MegaGSEntertainment",984707265,1550000,"['Television_program', 'Music_of_Asia', 'Music', 'Pop_music', 'Entertainment']",606
UCprG5uvgUVRN5r6F8EW30nA,Nam Việt Music,"►Nam Việt Kênh Youtube Giải trí - Âm nhạc - Hài kịch phong phú nhất Việt Nam hiện nay.

♫ Nam Việt Music phát hành nhiều sản phẩm âm nhạc của các ca sĩ nổi tiếng : Quân AP, Trung Quân, Đức Phúc, Ngô Kiến Huy, Lâm Chấn Khang, Châu Khải Phong, Hồ Quang Hiếu, Khởi My, Saka Trương Tuyền, Phạm Trưởng, Lê Bảo Bình, Nguyễn Đình Vũ, Khánh Phương, Anh Quân Idol, Wendy Thảo và nhiều ca sĩ nổi tiếng khác.

♫ Đăng ký https://goo.gl/gwtY98 để theo dõi MV, Phim Ca Nhạc và Những Ca Khúc Nhạc Trẻ - Remix Mới và Nhất

Liên hệ bản quyền : copyrightnamviet@namvietmedia.com.vn hoặc copyright@metub.net

♫ Website: namvietmedia.vn",1789671000,3700000,"['Music_of_Asia', 'Electronic_music', 'Pop_music', 'Music']",1176
UCJSqD3sSdMr0mnSwv-_gD4Q,POPS Kids Music,"Xem ngay nhiều nội dung giải trí thiếu nhi trên ỨNG DỤNG POPS Kids: kids.pops.vn

Kênh nhạc thiếu nhi hay nhất dành cho bé yêu với các video ca nhạc, bài hát thiếu nhi vui nhộn, sôi động cùng nhiều nội dung thú vị. Đặc biệt: 
- Kho tàng video ca nhạc phong phú với sự thể hiện của các gương mặt nhỉ nổi tiếng: Bào Ngư, Bảo An, Nhật Lan Vy, Hà Mi, Phan Hiếu Kiên, Gia Khiêm, Nhóm Hoa Mặt Trời...
- Series ca nhạc thiếu nhi ""Mầm Chồi Lá"" được hàng triệu bạn nhỏ yêu thích 

Đăng ký và nhấn chuông để theo dõi nhiều sản phẩm mới trên POPS Kids Music!

▶️ Tải ứng dụng giải trí POPS dành cho gia đình: http://bit.ly/ungdungPOPS-1
▶️ Truy cập website POPS.vn để xem thêm nhiều nội dung cho thiếu nhi / Visit POPS.vn for more kids' content
▶️ Đăng ký/Subscribe POPS Kids Music Youtube ch: https://goo.gl/VSocwd
▶️ Theo dõi/Follow our Facebook: https://www.facebook.com/ pops.kids 
▶️ Theo dõi/Follow our Twitter: https://twitter.com/Pops_Vietnam",846609540,1340000,"['Pop_music', 'Music', 'Music_of_Asia']",1791
UCIOirWYuPvdIQMCLnQVdH5A,BD MUSIC TRENDING,"Fanpage : https://www.facebook.com/ltmusicvietnam
Kênh thuộc hệ thống BD Media Music
Tất cả các bản remix sử dụng trên kênh đều có tác quyền và giấy tờ hợp pháp
Yêu cầu không re-up nội dung dưới mọi hình thức
",41113371,87800,"['Electronic_music', 'Music', 'Pop_music']",519
UC7CLR70PwAff4tBUavQ42cw,Freak D Music,"Orinn Music là đội ngũ sản xuất những dự án âm nhạc hàng đầu Việt Nam.

Nắm bắt được xu hướng nghe nhạc hiện nay, Orinn có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Tiktok và Youtube.

Với hệ thống về âm nhạc hàng đầu tại Việt Nam, Orinn hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả nghe nhạc.

Mọi thông tin liên hệ tại: contact@orinn.net
",1246535477,1430000,"['Pop_music', 'Music']",337
UC85XIrueRnvSsMAtlNpEH4A,TRÚC HỒ MUSIC,"Ủng hộ TRÚC HỒ MUSIC - Bảo tồn âm nhạc Việt Nam tại hải ngoại
Mail: P.O Box 127, Garden Grove, CA 92843 
Credit Card: www.benemdangcota.com
Paypal: info@benemdangcota.com
Venmo: @truchomusicinc | (657) 263-8775 
Patreon: patreon.com/TrucHoMusic
Youtube membership: Bấm vào JOIN để vào Youtube membership 
youtube.com/truchomusicinc  
Để mua sản phẩm của Trúc Hồ Music: www.truchomusic.com
",24664840,72200,"['Music_of_Asia', 'Music', 'Pop_music']",485
UCs1NcOISXZNdYEzn1pn1tQw,ST Music,"ST Music thuộc Star Media là đơn vị sản xuất và truyền thông âm nhạc và sản xuất những bản Remake remix, lofi, speed up “viral” chất lượng hàng đầu. 

Star Media có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Youtube, Tiktok và nhiều nền tảng nhạc số khác.

Hỗ trợ phân phối âm nhạc đến các cửa hàng nhạc số Facebook, TikTok, Spotify, Apple Music hoạt động ở các lĩnh vực sản xuất và quảng bá sản phẩm âm nhạc. Chúng tôi tạo ra các sản phẩm và phát triển hệ sinh thái truyền thông cho các doanh nghiệp, nghệ sĩ và người sáng tạo nội dung để đưa sản phẩm và thương hiệu của họ đến với hàng triệu khách hàng và khán giả.
",14191547,64200,"['Electronic_music', 'Music', 'Pop_music']",304
UCI2OiZs5aVcyBUBVsgovzng,YEAH1 MUSIC,"YEAH1 MUSIC - kênh giải trí âm nhạc lớn nhất dành cho giới trẻ tại Việt Nam. Nơi đăng tải các chương trình ca nhạc, và MV mới nhất của các ca sĩ đang HOT nhất hiện nay.

YEAH1 MUSIC - the most popular music channel in Vietnam. SUBSCRIBE to stay updated of our new videos.

Follow YEAH1 MUSIC để được cập nhật các thông tin mới và nhanh nhất:
+ Facebook: https://www.facebook.com/yeah1music
+ Instagram: https://www.instagram.com/yeah1music
",2420715951,3140000,"['Music', 'Entertainment', 'Pop_music', 'Music_of_Asia', 'Performing_arts', 'Lifestyle_(sociology)']",787
UCg6tKHUG169N5mT2aw6ZPbg,VMP,,107080,921,"['Pop_music', 'Music_of_Asia', 'Electronic_music', 'Music', 'Hip_hop_music']",20
UCnmocGJPcZKRY8xLc5Sb0Qw,Inner Healing Music,"Inner Healing Music comes from professional musicians who have decided to use their skills for the production of music for the spirit.

We chose spiritual music because we believe in its power on body and spirit.

In the channel you can find music to practice Reiki, Meditation, Yoga. Furthermore, tracks for  Relaxation, Sleeping, and compositions with Binaural Beats. 

We underline that our music cannot cure a health condition nor does it want to replace the advice of a doctor or health care provider. Moreover, never listen to our music whilst driving or operating machinery of any kind.

Enjoy your listening!

℗ 2014 - 2023 Inner Healing Music All rights reserved.
",60621413,375000,"['Lifestyle_(sociology)', 'Music', 'Electronic_music']",341
UCAZFX-1DlowS7TuxelrvVRA,Simply Music,,22292694,77900,"['Country_music', 'Pop_music', 'Independent_music', 'Music']",418
UCcb90xg58WKk3fgxY0R7DMw,The Diesel Podcast,"The Diesel Podcast chats with diesel industry leaders, racers, manufacturers and social media giants.  If you own a Cummins, Duramax or Powerstroke, this podcast has all you’d ever want

Fueled by: 
Amsoil 
BD Diesel Performance
Choate Engineering Performance
Complete Performance
Dan’s Diesel Performance
DFC Diesel
Diesel World
Dirty Diesel Customs
DMAX Store
Driven Diesel
Dynomite Diesel Products
Fass Diesel Fuel Systems
Fleece Performance Engineering
Freedom Racing Engines
Gator Fasteners
Gen-Y Hitch
Hot Shot's Secret
J&K Engines
Jase Medical
KC Turbos
KT Performance
Kershaw
Magnolia Diesel Performance
Merchant Automotive
PPEI
Pure Diesel Power
Pusher Intakes
R&R Brand Management
SBI 
Stainless Diesel
Stealth Performance Products
Strictly Diesel
Texas Truck Jam
USA Diesel
Zero Tolerance Knives

Host: Patrick Ellis 
Executive Producer: Michelle Nicole

For Business Inquiries: 
Email: info@thedieselpodcast.com
",3940473,37700,"['Lifestyle_(sociology)', 'Vehicle']",597
